Ethnicity,Gender,Derived Residency,College,Headcounts,Academic_Yr,('Admitted')
Pacific Islander,Male,CA Resident,Clg of Engineering,,1997-98,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,,1998-99,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,2,1999-00,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,1,2000-01,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,2,2001-02,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,1,2002-03,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,,2003-04,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,2,2004-05,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,2,2005-06,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,1,2006-07,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,3,2007-08,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,2,2008-09,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,2,2009-10,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,2,2010-11,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,,2011-12,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,1,2012-13,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,,2013-14,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,,2014-15,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,,2015-16,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,0,2016-17,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Engineering,0,2017-18,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,1996-97,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,1,1998-99,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2000-01,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2001-02,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,1,2002-03,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2003-04,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2005-06,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,1,2006-07,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,1,2007-08,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,1,2008-09,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2009-10,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2010-11,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2011-12,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2012-13,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2013-14,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,,2014-15,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,1,2016-17,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Environmental Design,0,2017-18,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,14,1996-97,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,7,1997-98,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,6,1998-99,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,11,1999-00,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,7,2000-01,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,10,2001-02,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,6,2002-03,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,11,2003-04,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,10,2004-05,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,7,2005-06,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,9,2006-07,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,6,2007-08,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,5,2008-09,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,10,2009-10,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,7,2010-11,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,9,2011-12,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,12,2012-13,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,4,2013-14,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,4,2014-15,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,7,2015-16,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,9,2016-17,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Letters & Science,0,2017-18,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,1996-97,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,1,1997-98,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,1,1998-99,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,1999-00,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2001-02,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,1,2002-03,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,1,2003-04,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,1,2004-05,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2005-06,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2006-07,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,1,2007-08,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,1,2008-09,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2009-10,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2010-11,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2011-12,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,2,2012-13,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2013-14,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2014-15,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,,2015-16,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,0,2016-17,(Admitted)
Pacific Islander,Male,CA Resident,Clg of Natural Resources,0,2017-18,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,,2000-01,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,1,2002-03,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,1,2003-04,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,,2007-08,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,,2008-09,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,,2012-13,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,,2013-14,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,,2015-16,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,0,2016-17,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Chemistry,0,2017-18,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,1,1996-97,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,1997-98,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,2,1998-99,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,1999-00,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2000-01,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2002-03,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2003-04,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2004-05,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2006-07,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,1,2007-08,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2008-09,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2009-10,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2010-11,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2011-12,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2012-13,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,1,2013-14,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,1,2014-15,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,,2015-16,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,0,2016-17,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Engineering,0,2017-18,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Environmental Design,,2001-02,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Environmental Design,,2007-08,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Environmental Design,,2008-09,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Environmental Design,,2011-12,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Environmental Design,0,2016-17,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,,1996-97,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,3,1997-98,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,,1998-99,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,1999-00,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,6,2000-01,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,,2001-02,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,2002-03,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,2003-04,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,2004-05,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,2005-06,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,,2006-07,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,2007-08,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,2008-09,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,2,2009-10,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,1,2010-11,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,,2011-12,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,2,2012-13,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,3,2013-14,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,,2014-15,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,2,2015-16,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,2,2016-17,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Letters & Science,0,2017-18,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,,1997-98,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,,2000-01,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,,2003-04,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,,2007-08,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,,2008-09,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,,2009-10,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,1,2012-13,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,1,2013-14,(Admitted)
Pacific Islander,Male,Out of State Domestic,Clg of Natural Resources,0,2016-17,(Admitted)
White,Decline to State,CA Resident,Clg of Chemistry,,2011-12,(Admitted)
White,Decline to State,CA Resident,Clg of Chemistry,,2012-13,(Admitted)
White,Decline to State,CA Resident,Clg of Chemistry,,2013-14,(Admitted)
White,Decline to State,CA Resident,Clg of Chemistry,,2014-15,(Admitted)
White,Decline to State,CA Resident,Clg of Chemistry,,2015-16,(Admitted)
White,Decline to State,CA Resident,Clg of Chemistry,1,2016-17,(Admitted)
White,Decline to State,CA Resident,Clg of Chemistry,0,2017-18,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,,1998-99,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,,1999-00,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,,2002-03,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,1,2003-04,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,,2008-09,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,,2011-12,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,,2012-13,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,1,2013-14,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,,2014-15,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,1,2015-16,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,3,2016-17,(Admitted)
White,Decline to State,CA Resident,Clg of Engineering,0,2017-18,(Admitted)
White,Decline to State,CA Resident,Clg of Environmental Design,,2002-03,(Admitted)
White,Decline to State,CA Resident,Clg of Environmental Design,,2003-04,(Admitted)
White,Decline to State,CA Resident,Clg of Environmental Design,,2006-07,(Admitted)
White,Decline to State,CA Resident,Clg of Environmental Design,,2014-15,(Admitted)
White,Decline to State,CA Resident,Clg of Environmental Design,0,2016-17,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,5,1998-99,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,1999-00,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2000-01,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,1,2001-02,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2002-03,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2003-04,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,1,2004-05,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2006-07,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2007-08,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2008-09,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2009-10,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2010-11,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,,2011-12,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,1,2012-13,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,1,2013-14,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,5,2014-15,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,4,2015-16,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,10,2016-17,(Admitted)
White,Decline to State,CA Resident,Clg of Letters & Science,0,2017-18,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,,1998-99,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,1,2007-08,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,,2011-12,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,,2012-13,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,,2013-14,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,1,2014-15,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,1,2015-16,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,3,2016-17,(Admitted)
White,Decline to State,CA Resident,Clg of Natural Resources,0,2017-18,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Chemistry,,2014-15,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Chemistry,0,2016-17,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Chemistry,0,2017-18,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Engineering,,2010-11,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Engineering,,2011-12,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Engineering,,2013-14,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Engineering,,2014-15,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Engineering,1,2015-16,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Engineering,1,2016-17,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Engineering,0,2017-18,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Environmental Design,,2008-09,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Environmental Design,,2009-10,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Environmental Design,,2013-14,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Environmental Design,1,2014-15,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Environmental Design,0,2016-17,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Environmental Design,0,2017-18,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,,1998-99,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,,1999-00,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,,2001-02,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,1,2002-03,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,1,2006-07,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,,2008-09,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,,2009-10,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,,2010-11,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,,2011-12,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,1,2012-13,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,3,2013-14,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,1,2014-15,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,5,2015-16,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,4,2016-17,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Letters & Science,0,2017-18,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Natural Resources,,2013-14,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Natural Resources,0,2016-17,(Admitted)
White,Decline to State,Out of State Domestic,Clg of Natural Resources,0,2017-18,(Admitted)
White,Female,CA Resident,Clg of Chemistry,42,1996-97,(Admitted)
White,Female,CA Resident,Clg of Chemistry,22,1997-98,(Admitted)
White,Female,CA Resident,Clg of Chemistry,33,1998-99,(Admitted)
White,Female,CA Resident,Clg of Chemistry,26,1999-00,(Admitted)
White,Female,CA Resident,Clg of Chemistry,33,2000-01,(Admitted)
White,Female,CA Resident,Clg of Chemistry,34,2001-02,(Admitted)
White,Female,CA Resident,Clg of Chemistry,31,2002-03,(Admitted)
White,Female,CA Resident,Clg of Chemistry,36,2003-04,(Admitted)
White,Female,CA Resident,Clg of Chemistry,25,2004-05,(Admitted)
White,Female,CA Resident,Clg of Chemistry,46,2005-06,(Admitted)
White,Female,CA Resident,Clg of Chemistry,35,2006-07,(Admitted)
White,Female,CA Resident,Clg of Chemistry,46,2007-08,(Admitted)
White,Female,CA Resident,Clg of Chemistry,44,2008-09,(Admitted)
White,Female,CA Resident,Clg of Chemistry,34,2009-10,(Admitted)
White,Female,CA Resident,Clg of Chemistry,21,2010-11,(Admitted)
White,Female,CA Resident,Clg of Chemistry,22,2011-12,(Admitted)
White,Female,CA Resident,Clg of Chemistry,18,2012-13,(Admitted)
White,Female,CA Resident,Clg of Chemistry,35,2013-14,(Admitted)
White,Female,CA Resident,Clg of Chemistry,31,2014-15,(Admitted)
White,Female,CA Resident,Clg of Chemistry,30,2015-16,(Admitted)
White,Female,CA Resident,Clg of Chemistry,25,2016-17,(Admitted)
White,Female,CA Resident,Clg of Chemistry,0,2017-18,(Admitted)
White,Female,CA Resident,Clg of Engineering,71,1996-97,(Admitted)
White,Female,CA Resident,Clg of Engineering,72,1997-98,(Admitted)
White,Female,CA Resident,Clg of Engineering,65,1998-99,(Admitted)
White,Female,CA Resident,Clg of Engineering,83,1999-00,(Admitted)
White,Female,CA Resident,Clg of Engineering,48,2000-01,(Admitted)
White,Female,CA Resident,Clg of Engineering,79,2001-02,(Admitted)
White,Female,CA Resident,Clg of Engineering,48,2002-03,(Admitted)
White,Female,CA Resident,Clg of Engineering,52,2003-04,(Admitted)
White,Female,CA Resident,Clg of Engineering,50,2004-05,(Admitted)
White,Female,CA Resident,Clg of Engineering,88,2005-06,(Admitted)
White,Female,CA Resident,Clg of Engineering,85,2006-07,(Admitted)
White,Female,CA Resident,Clg of Engineering,100,2007-08,(Admitted)
White,Female,CA Resident,Clg of Engineering,105,2008-09,(Admitted)
White,Female,CA Resident,Clg of Engineering,97,2009-10,(Admitted)
White,Female,CA Resident,Clg of Engineering,74,2010-11,(Admitted)
White,Female,CA Resident,Clg of Engineering,83,2011-12,(Admitted)
White,Female,CA Resident,Clg of Engineering,64,2012-13,(Admitted)
White,Female,CA Resident,Clg of Engineering,74,2013-14,(Admitted)
White,Female,CA Resident,Clg of Engineering,63,2014-15,(Admitted)
White,Female,CA Resident,Clg of Engineering,57,2015-16,(Admitted)
White,Female,CA Resident,Clg of Engineering,75,2016-17,(Admitted)
White,Female,CA Resident,Clg of Engineering,0,2017-18,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,35,1996-97,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,38,1997-98,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,19,1998-99,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,25,1999-00,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,36,2000-01,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,43,2001-02,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,35,2002-03,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,39,2003-04,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,35,2004-05,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,43,2005-06,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,38,2006-07,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,39,2007-08,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,35,2008-09,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,31,2009-10,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,36,2010-11,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,35,2011-12,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,22,2012-13,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,19,2013-14,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,29,2014-15,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,17,2015-16,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,23,2016-17,(Admitted)
White,Female,CA Resident,Clg of Environmental Design,0,2017-18,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1440,1996-97,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1343,1997-98,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1295,1998-99,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1513,1999-00,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1484,2000-01,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1532,2001-02,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1540,2002-03,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1530,2003-04,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1631,2004-05,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1721,2005-06,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1693,2006-07,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1784,2007-08,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1600,2008-09,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1832,2009-10,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1443,2010-11,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1338,2011-12,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1302,2012-13,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1275,2013-14,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1153,2014-15,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,990,2015-16,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,1223,2016-17,(Admitted)
White,Female,CA Resident,Clg of Letters & Science,0,2017-18,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,105,1996-97,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,73,1997-98,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,75,1998-99,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,74,1999-00,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,88,2000-01,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,97,2001-02,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,86,2002-03,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,103,2003-04,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,93,2004-05,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,118,2005-06,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,128,2006-07,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,141,2007-08,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,126,2008-09,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,139,2009-10,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,157,2010-11,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,119,2011-12,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,92,2012-13,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,95,2013-14,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,86,2014-15,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,109,2015-16,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,143,2016-17,(Admitted)
White,Female,CA Resident,Clg of Natural Resources,0,2017-18,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,10,1996-97,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,7,1997-98,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,12,1998-99,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,13,1999-00,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,11,2000-01,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,9,2001-02,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,3,2002-03,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,3,2003-04,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,14,2004-05,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,3,2005-06,(Admitted)
White,Female,Out of State Domestic,Clg of Chemistry,4,2006-07,(Admitted)
